,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024
COST,672.899908156622,721.7266326904297,736.1775482177734,714.75258844549,780.2460493607955,845.3099333110608,843.75341796875,859.5700239701705,895.7916381835937,885.3375695270041,929.1583526611328,971.5250518798828
COTY,12.066666739327568,12.298500108718873,12.25949993133545,11.197727246717973,10.84863636710427,9.989473844829359,9.93045442754572,9.443181818181818,9.203999996185303,8.300869547802469,7.343999981880188,7.354500007629395
CPAY,285.3142830984933,278.73499603271483,296.8450012207031,303.34409124200994,282.2359092018821,260.34052959241365,283.91045865145594,290.08136263760656,308.44849853515626,337.4069598654042,364.33099975585935,355.4894989013672
CPB,42.50757998511905,41.254062271118165,41.699326515197754,42.9610670263117,44.2739165912975,43.063419141267474,45.28510145707564,48.611665205522016,49.76927242279053,47.0768807452658,44.71369743347168,42.28898944854736
CPNG,15.272857166471935,15.485999917984008,18.394500160217284,20.85363630814986,22.644999850880016,21.528947629426654,20.832272789695047,22.152727473865856,23.869500160217285,25.34956517426864,24.873499965667726,23.419499969482423
CPRI,50.00857162475586,46.863000297546385,45.95900001525879,39.93409104780717,35.45772725885565,32.64052642019171,34.05409119345925,33.20818181471391,38.23299980163574,37.670434702997625,20.897500133514406,21.775
CPRT,48.017143067859465,50.49449996948242,55.914499855041505,55.368181922219016,54.36590940302069,53.95052658884149,53.07045468417081,51.576818292791195,51.05099983215332,53.211738918138586,57.632499885559085,60.5490005493164
CPT,94.09476761590867,91.06421966552735,94.57463874816895,95.46761634133078,101.69838367808948,105.26961396869861,108.79580515081233,118.13041513616389,122.50301818847656,118.55131099535072,119.98376121520997,118.17513694763184
CR,114.92636362711589,123.00670433044434,130.14345092773436,135.79822401566938,144.69482838023794,143.47035618832237,149.71530706232244,149.42231958562678,151.9302963256836,156.49401125700578,175.77663955688476,164.27350082397462
CRH,68.23806871686664,75.26849212646485,83.52407646179199,80.3656963001598,80.50403386896306,76.54954809891551,78.68991296941584,84.12205609408292,89.01650009155273,91.86347861911939,99.98200073242188,97.68499946594238
CRI,70.79151371547154,76.51443824768066,80.33328819274902,71.35020932284269,65.87719223716043,63.56831420095343,59.62728569724343,62.1488071788441,67.0979377746582,61.732900370722234,52.53428478240967,55.38049945831299
CRL,216.9000011625744,235.24750061035155,265.36450042724607,241.9859092018821,224.71454551003197,210.93157878674958,218.0145464810458,207.00954645330256,197.49700012207032,189.39478202488112,198.4484992980957,190.9360008239746
CRM,269.2366783505394,289.36576690673826,303.3106857299805,284.7806923606179,272.00394092906606,238.7779830129523,254.38124639337713,254.4130262895064,257.8619575500488,288.2771659519361,324.77093811035155,347.2494857788086
CROX,99.81285749162946,111.27049980163574,131.45100059509278,128.28954557939008,141.3149993202903,152.94789364463404,136.9909099232067,135.50045464255592,136.9449993133545,133.51608641251275,102.4904998779297,110.83800010681152
CRUS,79.85714213053386,88.47749977111816,91.11849975585938,88.42272637107156,106.1781813881614,122.43368409809314,133.51045539162376,134.83181901411578,128.52750129699706,120.53347811491594,104.12299995422363,103.8615005493164
CRWD,280.00142778669084,317.11999664306643,322.7279983520508,304.6327264959162,328.73136485706675,369.42763157894734,328.2672708684748,253.14500080455434,269.48300247192384,301.0182587996773,340.153498840332,360.6027496337891
CSCO,49.34368406023298,47.71609745025635,47.97105197906494,47.328538201072,46.303034348921344,45.407074777703535,46.50861636075106,47.400461717085406,50.047376823425296,54.28702893464462,57.51606922149658,58.61706600189209
CSGP,83.28857167561848,83.50699958801269,91.59899940490723,90.36045421253552,87.31409107555042,75.28157926860608,75.41090843894266,75.07318115234375,77.14250030517579,75.3313047989555,76.27999954223633,75.17649955749512
CSL,304.96817161923366,338.9268463134766,367.66556854248046,381.0898465243253,411.8315124511719,410.14070049085115,416.83397882634944,400.6015652743253,419.7593200683594,452.3165097443954,446.166682434082,408.6104995727539
CSX,34.37394042242141,36.69191913604736,37.14525318145752,34.69865105368874,33.41134366122159,32.70122347379986,33.83185005187988,33.495139208706945,33.921854400634764,33.94046650762143,35.42940769195557,33.434000205993655
CTAS,145.02236647832962,151.9417839050293,155.70466995239258,163.9286748712713,168.776142467152,172.11306441457648,181.45798977938566,191.3627277721058,202.72845993041992,207.80192831288213,218.6659065246582,204.1123245239258
CTRA,24.350794110979354,24.157416152954102,26.124215602874756,27.254549806768242,27.28710174560547,26.852601503071032,26.05661964416504,23.796648719094016,23.098527908325195,23.959302404652473,25.47826385498047,24.917999935150146
CTSH,74.58282143729073,76.84351768493653,74.580517578125,68.18037345192649,66.82419898293234,66.19880314877159,71.4074557911266,74.80146581476384,76.12325096130371,75.84458293085513,78.89034881591797,79.93400001525879
CTVA,45.55608967372349,53.40517292022705,54.666405296325685,55.07758556712758,55.928878437389024,52.61678635446649,53.464495572176844,53.16349064220082,56.61942729949951,58.724379166312836,59.66458702087402,58.829999923706055
CUBE,43.35992195492699,41.60398788452149,42.244605255126956,41.72951524907892,40.93971772627397,42.62362650821083,45.66817959872159,48.2705605246804,52.11226043701172,49.2184242580248,48.004295921325685,44.826335716247556
CUZ,22.53433100382487,21.713918209075928,22.301102733612062,21.85103815252131,22.621632836081766,22.12134541963276,24.011044762351297,26.761476690118965,28.471525478363038,29.984768660172172,30.939060020446778,30.18444881439209
CVNA,44.91285687401181,56.38199996948242,82.59500007629394,78.3490912697532,113.19954577359286,111.90578942549855,129.9559079950506,147.12181784889916,154.71350021362304,194.3139137599779,245.61649856567382,239.57000045776368
CVS,72.97509511311848,72.43240089416504,73.35916137695312,67.83421811190519,54.239710027521305,58.45329485441509,57.19526464288885,56.400346929376774,56.91535358428955,60.29003027211065,56.0412712097168,49.1849084854126
CVX,139.05891636439733,145.6458427429199,147.12536849975587,154.38089752197266,155.19076884876597,150.75183185778167,152.0045034235174,142.25108268044212,139.82152633666993,147.02074399201766,156.30556640625,149.30891647338868
CW,220.88989185151598,231.58885650634767,243.6243995666504,252.78861583362925,275.34607349742544,273.07029483192844,278.9080116965554,296.62191495028407,312.7361724853516,347.5169744076936,369.14769287109374,365.5300003051758
CWEN,24.029872803460982,21.768615818023683,20.77949752807617,22.178453532132234,25.137959653680976,25.845664174933184,24.632817788557574,27.805861473083496,28.61212043762207,27.37030087346616,27.630933856964113,27.213500118255617
CXT,55.849244617280505,58.62182216644287,59.812462425231935,60.63651032881303,60.7484354539351,61.16827974821392,59.36696173928001,57.08777063543146,56.98088493347168,55.22756112140158,57.35344181060791,59.65499992370606
CZR,45.254761832101,42.781500244140624,41.61650047302246,40.13090913945978,35.14818200198087,37.41421026932566,37.27863658558238,36.29181827198375,39.07549991607666,43.876303963039234,38.8285005569458,35.735250091552736
D,44.36897459484282,43.65344123840332,45.99689140319824,47.64431311867454,50.9252907146107,49.516944082159746,49.900141282515094,54.33206055381081,56.86650447845459,57.939149441926375,57.28402042388916,54.57150001525879
DAL,38.982299623035246,40.39168453216553,43.57453079223633,47.408012043346055,51.497093200683594,49.27965144107216,44.6485349481756,39.87550978227095,45.89406604766846,53.12571533866551,62.636999893188474,62.1355001449585
DAR,45.309523627871556,42.214999961853025,44.47899971008301,44.119090513749555,42.966818202625625,36.685262981214024,37.57681811939586,38.91454523259943,36.49299983978271,37.487826305886976,41.03450012207031,35.140500450134276
DASH,103.13142794654483,117.51300086975098,133.4800006866455,133.60545314442027,114.55818106911399,112.05631617495888,106.13818151300603,125.51454509388317,133.28499870300294,149.1530423371688,172.14849929809571,173.62849960327148
DAY,66.54761777605329,71.13950119018554,67.16099967956544,61.496363553133875,58.71681785583496,50.31421059056332,52.419090964577414,54.99181834134188,58.19850025177002,63.886956090512484,78.13750038146972,76.71949920654296
DBX,31.079523813156854,28.694000148773192,24.133500003814696,23.42136357047341,23.358181780034844,21.6236841302169,23.076818206093527,23.193636287342418,24.373499870300293,25.832608844922937,27.427499866485597,29.728500175476075
DCI,62.637594132196334,66.05684127807618,72.21197090148925,72.04497770829634,73.04157083684748,71.80273557964124,71.71151039817117,71.98451649058948,71.13778228759766,73.33847974694294,76.09900436401367,70.6302661895752
DD,70.64559209914435,66.13566913604737,72.17399826049805,73.70694039084695,78.27650833129883,79.5116753829153,79.48299026489258,79.46071867509322,82.84158859252929,84.91885475490405,82.95608367919922,79.97949905395508
DDOG,122.80523717971076,130.95649909973145,123.47649917602538,125.35363700173117,120.24136387218128,116.75789441560444,124.41931776566939,113.57636399702592,112.07249946594239,124.74304298732592,134.87250022888185,154.05050048828124
DDS,367.847897484189,387.61987152099607,404.724658203125,404.6503379128196,414.5979752974077,403.6165980288857,396.2993177934126,342.5857724276456,339.7934631347656,353.7902155337126,393.1304931640625,432.31958465576173
DE,385.03865705217635,368.59325714111327,378.8958541870117,397.04900845614344,388.1600716330788,369.6127640573602,366.97592024369675,362.17855696244675,395.6810821533203,406.28192934782606,415.5207183837891,438.9584671020508
DECK,120.63738105410621,142.59658508300782,153.48741760253907,140.4369687167081,152.828181180087,170.57096461245888,150.73939444802025,154.0590917413885,152.88458251953125,160.77913035517153,178.15650024414063,205.27499694824218
DELL,78.66910698300316,85.37091979980468,112.17583961486817,120.75050908868963,141.13381749933416,136.04840328818872,128.8212980790572,104.29108082164417,113.1704257965088,121.8000431890073,134.81404342651368,119.02478065490723
DFS,104.76714470272972,111.6608497619629,121.72596321105956,123.44134209372781,122.29059219360352,123.61169594212582,135.91201678189364,129.88225971568716,135.03416442871094,145.00142105765966,173.0999008178711,175.50949935913087
DG,131.22415560767763,134.90250396728516,150.87797088623046,145.89402077414772,136.79350454157048,126.6896185623972,122.64911825006658,116.024883963845,82.92633934020996,80.89809616752292,76.36880645751953,76.88922653198242
DGX,131.42205192929222,123.60770568847656,125.6172706604004,129.85950192538175,137.58446086536753,137.40488955849096,141.39351584694603,149.65982471812856,152.92630310058593,151.17968285602072,159.06812438964843,154.74129943847657
DHI,147.05860319591704,143.8941390991211,154.43224487304687,148.6352532126687,146.6928808038885,141.41161386590255,157.60890336470172,178.96117401123047,188.86900787353517,182.9161894425102,165.52857360839843,149.6580841064453
DHR,230.32229759579613,247.76136932373046,251.52127075195312,243.07143263383344,255.84889429265803,257.3570845754523,252.4800359552557,268.9283821799538,271.50640258789065,262.6847202466882,239.52954330444337,232.46072692871093
DINO,51.87134406680153,56.01440200805664,56.73181343078613,57.38469713384455,54.36123761263761,52.01449484574167,48.65611405806108,46.60258726640181,45.19724998474121,43.48929612532906,41.30093498229981,36.87949981689453
DIS,91.82663944789341,105.81726684570313,113.48971633911133,114.21824819391423,104.34952787919478,100.65441011127673,94.7961758700284,88.63271609219638,91.26310729980469,94.62419227931811,107.07305297851562,113.48301048278809
DJT,27.44095230102539,45.354500198364256,44.15424995422363,37.97818175229159,49.21431836214933,38.31368446350098,32.25136384097013,23.80659077384255,15.905749940872193,29.229999915413234,30.98050003051758,35.43050003051758
DKNG,35.935714358375186,42.28000011444092,44.12700004577637,43.50136323408647,41.8977274461226,38.75631573325709,37.18545428189364,33.32954536784779,38.025,37.5147822836171,41.08549976348877,40.89000015258789
DKS,142.46613202776228,162.82427139282225,198.2561828613281,201.98521492697975,197.0501480102539,218.99121414987664,205.91720234264028,217.04000507701528,211.9506866455078,205.7355247165846,200.61212081909179,219.84545516967773
DLB,83.09005846296039,78.65399551391602,81.90801200866699,79.16714650934392,80.33511976762252,78.34651264391448,78.44768593528055,70.90031849254261,71.44159927368165,73.46353116242781,75.2970474243164,78.50125999450684
DLR,133.25040072486513,137.79045333862305,140.88228378295898,137.16466106068003,139.90632282603872,145.41597386410362,151.13115137273616,147.65978587757456,155.82743072509766,164.61193582286006,182.77804794311524,183.77635955810547
DLTR,134.45428321475075,142.3689987182617,136.32800064086913,125.88909149169922,117.71272693980823,109.42579008403577,105.42772709239613,95.56318248401989,70.68850040435791,67.73391308991805,65.72249965667724,72.29849967956542
DNB,11.506182171049572,10.689625930786132,9.967281103134155,9.30522398515181,9.996792099692605,9.17506157724481,9.903962135314941,11.721732312982732,11.4932532787323,11.214522030042565,12.287124967575073,12.340995931625367
DOC,18.238453547159832,16.142049884796144,16.50543055534363,17.419696200977672,18.57274376262318,18.62322877582751,19.75798225402832,21.127856254577637,21.680895614624024,21.67515282008959,21.530398273468016,20.47034788131714
DOCS,29.065714336576917,28.60050001144409,27.821499824523926,25.183181936090644,25.800454659895465,28.425789381328382,27.847727168690074,33.406818043101914,39.34300022125244,42.78173944224482,50.11249980926514,54.70300006866455
DOCU,60.046190534319194,52.14274997711182,57.00200023651123,58.01681813326749,58.43386337973855,52.168947320235404,55.143409208817914,55.17499975724654,57.989999771118164,68.46000007961108,79.01500015258789,93.28099975585937
DOV,146.83931332542784,159.75913772583007,172.3079803466797,172.5763362537731,181.776159806685,179.17411081414474,181.09719293767756,178.19560449773616,185.29126510620117,189.89785832944125,200.49249954223632,196.48100051879882
DOW,51.04515475318546,51.93072147369385,54.9620922088623,55.60756145824086,55.89946174621582,53.36797392995734,51.77571764859286,51.520273035222836,51.18114166259765,51.68616137297257,45.058397102355954,41.17249984741211
DOX,88.75289590018136,88.88094635009766,89.74893112182617,85.15526129982688,80.63608759099787,75.9164749948602,81.25256902521306,83.25881091031161,85.4125747680664,88.24335446565047,87.223872756958,86.2946216583252
DPZ,412.29467337472096,423.78795166015624,450.4266876220703,489.8155351118608,507.85845253684306,519.337556537829,454.1331426447088,426.49449157714844,413.16021728515625,419.4410042140795,445.5899627685547,445.6783050537109
DRI,155.2081327892485,160.7763343811035,164.80292434692382,152.08174896240234,145.16290976784447,146.78017144454154,140.95557334206322,146.26667161421344,160.107918548584,159.49948584515116,166.2043228149414,173.15793075561524
DT,56.05142829531715,53.3189998626709,46.67600002288818,46.063636259599164,46.76545437899503,45.286842145417864,44.122727307406336,47.68409104780717,51.35900039672852,53.91260893448539,53.97749977111816,55.85099983215332
DTE,103.32966141473679,102.69333724975586,106.87938423156739,105.89516310258345,111.34185028076172,109.96101379394531,112.48765668002042,120.25593116066672,123.79182319641113,125.64272076150645,120.71077537536621,120.52990226745605
DTM,52.003721691313245,52.10093879699707,56.646417236328126,61.24804080616344,63.54066918113015,67.5342250623201,71.02376487038352,73.50990642200817,76.1449146270752,85.20260387918223,99.73262062072754,100.19041709899902
DUK,92.34950401669457,88.92624778747559,91.07445068359375,92.9731049971147,98.84051583030008,98.76375901071648,102.2671224420721,110.21058203957297,114.2254467010498,114.05840401027514,112.06486587524414,108.84705619812011
DUOL,201.1316659109933,186.68349990844726,223.54249954223633,213.48454492742366,199.07409043745562,201.20420998021177,182.56909318403765,192.5731825395064,243.57099838256835,287.3626072095788,324.2955032348633,347.47525177001955
DV,37.99142819359189,40.98300037384033,32.60749998092651,31.522272543473676,21.51818188753995,18.684736854151677,20.15727285905318,19.23136381669478,17.67750015258789,17.030869525411855,19.570999813079833,20.152500057220458
DVA,106.79761868431454,118.52350082397462,135.1940013885498,132.74227177013051,139.08499977805397,142.2352648283306,138.77636302601206,146.60182120583275,158.8645004272461,158.6356539518937,156.86949996948243,154.93849868774413
DVN,41.72284752982004,41.27114467620849,45.95441188812256,51.26961621371183,48.34295047413219,45.646705627441406,46.13973010670055,43.55273923006925,40.04907913208008,40.379764059315555,38.43812294006348,33.3508620262146
DXC,22.987619127546036,21.584000015258788,20.803000068664552,20.574545426802203,17.813636259599164,17.819473718342028,19.345909205350008,19.637727303938433,20.824000072479247,20.424347918966543,21.602000045776368,21.398500061035158
DXCM,125.41761816115607,118.97900047302247,132.71549949645996,135.03318093039772,127.47181805697355,115.24894714355469,103.96318192915483,72.07590900767933,69.13450050354004,70.1965222566024,73.49049911499023,78.81000099182128
EA,136.75043451218377,139.147061920166,133.92423324584962,128.1427123329856,129.2579741044478,137.34530880576685,143.06746049360797,147.55590057373047,143.4021987915039,144.3774871826172,161.50266723632814,157.2879981994629
EBAY,41.163604736328125,42.495388984680176,50.40992126464844,50.68111194263805,50.99247100136497,53.00904986732885,53.321875138716265,56.47679762406783,62.11312255859375,64.54569327312967,61.755471801757814,63.64900016784668
ECG,,,,,,,,,,50.88249969482422,60.07200031280517,68.05600051879883
ECL,196.18026878720238,210.14610290527344,224.595849609375,221.0183701948686,229.74828893488103,238.94824941534745,240.41084983132103,240.6917461048473,250.14091415405272,254.28849394425103,245.8604522705078,243.754402923584
ED,88.16515677315849,85.86329612731933,87.00552482604981,88.75097413496538,93.85747874866833,89.61555601421155,91.136192668568,99.51228263161399,102.90276412963867,103.30100316586702,98.060009765625,92.4560001373291
EEFT,99.29857235863095,106.27399978637695,109.3925006866455,105.13454575972123,113.17454528808594,109.75789481715152,102.34590877186169,101.15363693237305,99.87099952697754,98.341738825259,103.14350051879883,104.32399978637696
EFX,242.77489725748697,254.83411407470703,262.3487632751465,238.23278947310015,237.00087252530184,237.76579927143297,256.7746242176403,291.3113944313743,297.4805480957031,280.0053671131963,260.0996063232422,261.81049728393555
EG,366.9530000232515,364.64449615478514,377.5564849853516,367.49191006747157,380.0809312300249,377.14576962119656,380.44342041015625,372.2984785600142,385.78615417480466,385.9834780485734,372.2929977416992,364.14349975585935
EGP,174.6575469970703,176.0340217590332,173.91295852661133,162.9110530506481,158.77988156405362,162.82550851922286,179.1752506602894,180.74370297518644,184.54803695678712,177.22233846913213,171.3898063659668,165.05582275390626
EHC,69.20682707287017,73.14269142150879,75.94667205810546,81.19192921031605,84.77677778764205,84.59017221551193,86.90765450217508,88.9117844321511,93.12783889770508,95.66314100182575,101.167924118042,97.81760368347167
EIX,66.80174854823521,63.69557132720947,66.17179145812989,67.71314725008878,72.28105614402078,71.0205013877467,73.08151834661311,81.82491302490234,84.28477935791015,83.90399999203889,83.36116333007813,80.71192626953125
EL,130.32408360072546,141.64563369750977,145.50045928955078,142.67218641801313,127.99482345581055,114.65289668032997,100.68411428278142,91.32863894375888,89.18295173645019,90.53041441544242,66.44322128295899,77.60950050354003
ELAN,14.973333404177712,15.95049991607666,16.008000135421753,14.218181870200418,16.228636481545188,17.72578952186986,13.347272786227139,13.97818170894276,14.528499937057495,13.522173964458963,13.483999967575073,12.232499980926514
ELF,153.52047584170387,178.44449996948242,202.1159980773926,169.2618172385476,168.4800005826083,198.1605264764083,187.81454675847834,162.2454535744407,116.96150016784668,107.80217411207116,120.52999992370606,133.038000869751
ELS,66.65055774507069,64.98796997070312,63.84133949279785,60.73370725458319,61.553843238136984,62.02494089226974,65.36926130814986,70.05965874411844,72.34817237854004,68.48964259935462,70.43356628417969,67.82803459167481
ELV,472.81778535388764,497.40199890136716,504.18536071777345,511.6071250221946,527.8398492986506,532.6425973992599,521.6813035444779,534.7262739701705,536.5993408203125,458.4321687117867,408.5916488647461,380.76328735351564
EME,218.86772010439918,254.83160171508788,332.06004791259767,349.066630970348,379.948749889027,376.9020209061472,366.8910120183771,366.3884943181818,399.7862518310547,441.6534981105639,502.20478515625,480.3246780395508
EMN,83.78935786655971,81.71376419067383,90.21514587402343,95.76792977072976,97.31320363825017,97.86918037816098,96.41479769620028,96.30702903053977,103.37887153625488,107.3063735961914,101.7528076171875,96.07951622009277
EMR,92.58461725144159,100.8174430847168,108.94976692199707,109.52047417380594,110.10687567970969,106.58216657136616,112.75585729425603,103.61814325506037,102.51557769775391,109.07002556842306,126.10830535888672,128.01079559326172
ENOV,58.28000005086263,60.320000076293944,60.991000175476074,57.86954550309615,51.28590913252397,45.695263511256165,45.921817779541016,44.22727272727273,43.41149978637695,40.28608703613281,46.215500068664554,45.80200004577637
ENPH,111.68380991617839,119.85949974060058,118.7635009765625,113.78181838989258,116.5586367520419,119.49368527061061,108.52954448353161,114.17090918801047,112.5680004119873,94.66826098898183,69.2290002822876,72.39950027465821
ENTG,115.69865163167317,127.99968452453614,138.72308502197265,132.5813796303489,129.83188421075994,132.6621587652909,133.82703364979136,109.39623954079367,110.47309608459473,106.84405583920686,103.88968429565429,105.27226333618164
EOG,111.66887991768974,109.72388763427735,118.83610153198242,131.10512750799006,125.29072709517045,119.10621723375823,125.34082828868519,124.68400747125798,120.74946327209473,125.89384195078974,130.8026123046875,123.74431838989258
EPAM,293.3509521484375,294.5125015258789,294.85749969482424,255.18727181174538,200.897724498402,178.93736829255758,199.99545496160334,200.3663656061346,200.90400085449218,195.17652163298234,231.55899963378906,244.1544982910156
EPR,42.63354909987677,39.27994956970215,39.09505157470703,38.419784025712445,39.307028163563125,38.88974320261102,41.657842115922406,43.71918452869762,46.92864208221435,46.60112016097359,44.1762056350708,43.9096176147461
EQH,32.116575331914994,33.09072895050049,34.7709457397461,36.39551960338246,39.41760808771307,40.128028869628906,41.542021838101476,39.80702365528453,40.8270881652832,44.09128620313562,47.300317192077635,46.95549983978272
EQIX,791.2092197963169,842.660302734375,845.8647613525391,749.3914572975852,747.0005881569602,751.4059480365954,774.0224165482955,809.7358953302556,859.0740814208984,882.2863159179688,920.8232635498047,955.4035003662109
EQR,58.212606339227584,57.35149879455567,60.29347553253174,60.80639700456099,64.1943284815008,65.07967677869294,67.84043988314542,70.55288037386808,74.86514663696289,73.19582731827445,73.16772499084473,71.94830436706543
EQT,36.10508837018694,34.71894245147705,34.918931007385254,37.268713517622515,40.07391496138139,38.95162903635126,35.50298083912242,32.08225943825462,33.810593605041504,36.73083844392196,42.9118595123291,44.294500541687015
ES,54.40415500459217,54.04639663696289,56.77065143585205,57.316387003118344,58.33296862515536,57.04115877653423,59.2211048819802,64.53251491893421,66.16951370239258,64.64976169752038,61.539178466796876,58.57456874847412
ESAB,85.13506825764973,91.8479076385498,102.6715476989746,108.59002893621272,105.9872765974565,95.11239102012233,97.08085597645153,98.57556082985617,101.08546981811523,110.03627511729364,127.39464874267578,126.27639389038086
ESI,22.241371336437407,22.75704069137573,23.991591262817384,24.165669961409137,23.64413746920499,25.616904810855264,27.04769854112105,25.422222137451172,25.699114894866945,26.11651279615319,28.265436458587647,26.77150011062622
ESS,233.3656979515439,222.7929244995117,232.52161026000977,234.52110359885475,251.90104536576703,266.1195349442331,275.0807439630682,282.22483132102275,299.74928588867186,290.2544980256454,298.30243225097655,291.02939758300784
ESTC,114.42571512858073,126.95350074768066,104.34650039672852,99.21227264404297,106.0568188753995,110.55263117740029,114.48454423384233,104.24500066583806,74.98649978637695,79.71086983058764,92.71249961853027,106.48000030517578
ETN,238.73736935570128,273.676985168457,300.0641235351562,313.7898018576882,328.6452234441584,318.86979755602385,311.64408458362925,292.34379438920456,309.3435546875,338.81185116975206,362.6120010375977,353.11999969482423
ETR,46.74599147978283,46.982486152648924,48.64700431823731,49.671191995794125,53.361026243730024,52.08526009007504,52.85398136485707,57.887114091352984,62.30398445129394,66.17638247946034,73.99627990722657,74.6295955657959
ETSY,72.21047610328311,74.59600028991699,68.43899993896484,67.05545460094105,62.84772699529474,61.665789553993626,60.84272662076083,54.8743180361661,54.30849990844727,50.41782611349355,52.77100048065186,57.22200012207031
EVR,168.41640290759858,178.23279724121093,190.08691329956054,187.1294305974787,195.6859123923562,196.44958576403167,231.0033749667081,235.5062921697443,244.88099822998046,262.3036611805791,300.2793563842773,289.14400177001954
EVRG,49.64212853567941,47.655351638793945,49.58847923278809,50.253051411021836,52.97785412181508,52.05491557874178,53.74057891152122,57.8463341106068,60.4441614151001,59.937130637790844,62.66123180389404,62.045999908447264
EW,74.5085714431036,86.0265007019043,91.94599990844726,89.60590848055753,87.27090835571289,88.82315746106599,83.59818163785067,66.67499993064187,67.19549980163575,68.14478235659392,68.40999984741211,73.49299926757813
EWBC,70.22256033761161,69.2085174560547,74.20473251342773,72.8281697359952,74.53568371859464,70.22314172042043,77.8883882002397,79.45970084450461,79.90005645751953,88.82349661122198,104.21269836425782,100.41943244934082
EXAS,67.50761958530971,60.73850021362305,61.30449962615967,66.48454544760965,53.82954562794078,43.133684057938424,46.205909035422586,58.55545442754572,65.35700035095215,69.43695665442425,56.275000190734865,60.202000045776366
EXC,34.1667108081636,33.485649299621585,35.64046154022217,36.09273893182928,36.88735424388539,34.8771858215332,34.96055516329679,37.208382693204015,39.20988521575928,39.815306290336274,38.595225715637206,37.31399993896484
EXE,75.4578356061663,76.61458206176758,82.56021614074707,87.39781119606711,87.83075089888139,84.67740229556435,79.82475592873313,72.10594073208895,74.75371780395508,85.09754777991253,94.60759925842285,97.12199974060059
EXEL,22.630476452055433,21.009499645233156,23.024499893188477,23.238181894475762,21.254545558582652,22.04421033357319,22.557727120139383,25.863636363636363,26.268499851226807,27.890434596849524,35.335499954223636,34.736999702453616
EXP,206.40555100213913,243.19095458984376,257.912654876709,254.37102508544922,252.58623643354937,222.5312813206723,231.42912847345525,250.3552447232333,268.8345413208008,290.0783386230469,305.2410400390625,271.5475227355957
EXPD,125.78141094389416,121.4890365600586,118.90542373657226,114.49805935946378,115.77886269309305,124.38481300755551,121.41558629816228,120.28017009388317,123.59429473876953,120.50548852008322,119.58202018737794,116.56549987792968
EXPE,149.21095348539808,140.97750244140624,135.8474998474121,132.17000024968928,114.45863585038619,123.35684163946854,129.32954614812678,129.48454562100497,139.21849975585937,154.55825938349184,178.3634994506836,185.96849899291993
EXR,145.61376444498697,135.82553329467774,139.05145874023438,135.5440569790927,140.631535616788,150.25917695697984,157.3349748091264,165.42880803888494,175.5433334350586,168.06508603303328,164.415926361084,155.04145889282228
F,10.792710304260254,11.677032566070556,12.014848327636718,12.321724501523105,11.787584218111904,11.726073516042609,12.636088457974521,10.34908186305653,10.592085456848144,10.64278797481371,10.947101879119874,10.250499963760376
FAF,59.021438961937314,56.7225248336792,55.6235897064209,55.704235943880946,54.129630695689805,52.75023109034488,55.63102236661044,60.633488394997336,64.54594841003419,64.34064334371816,65.04252662658692,65.2895263671875
FANG,147.27506946382067,160.3035629272461,183.73828506469727,198.5255362770774,194.12570467862216,189.41570000899466,200.49728670987216,192.45556085759944,176.94232482910155,184.24817557956862,179.56808471679688,162.80999832153321
FAST,63.96159925914946,69.18378219604492,74.17531547546386,69.65268256447531,65.55951655994762,63.109320188823496,65.70732168717818,66.21240477128462,68.81972541809083,74.07238603674847,81.79769630432129,77.33095970153809
FBIN,76.36161513555618,78.63449287414551,80.8336727142334,76.24933208118786,71.46522001786666,66.31949535169099,70.18746272000399,76.30497429587625,82.99324798583984,87.08151709515116,78.06615257263184,74.27449989318848
FCN,197.46952383858817,199.1364990234375,206.49899978637694,209.03272594105113,219.31727253306997,213.0294743588096,221.78772804953834,221.5568188753995,223.47449951171876,219.16999949579653,200.5105010986328,197.52200088500976
FCNCA,1418.9886707124256,1513.7162109375,1568.3052368164062,1611.764493075284,1734.7407781427557,1658.5615619860198,1844.1904241388495,1980.7094060724432,1890.4767211914063,1972.5358249830163,2191.646112060547,2134.890447998047
FCX,39.53670265561058,37.936464881896974,42.08070735931396,49.13066014376554,51.498287027532406,48.881852400930306,47.56742286682129,42.59369711442427,43.99132175445557,48.084986147673234,44.47645816802979,40.85874843597412
FDS,460.6533900669643,463.63136901855466,462.58478088378905,426.5626955899325,431.0831576260653,406.87476067793995,418.0205577503551,406.8113583651456,446.5217971801758,459.16194617229957,480.6443756103516,485.50299682617185
FDX,242.91924976167223,236.47776107788087,257.10659103393556,265.7844612815163,252.60948042436078,254.33879571211966,297.7086583917791,285.87988836115056,279.3124542236328,267.3083894149117,289.1622817993164,279.4626663208008
FE,35.4341797601609,35.318525886535646,36.397257804870605,36.47820073908026,38.26707649230957,37.58899909571598,38.41678688742898,41.78352251919833,43.14633293151856,42.41503242824388,41.21362857818603,39.83115081787109
FERG,184.77286638532365,196.71502151489258,207.5925323486328,212.74812386252663,210.67102189497515,196.93750160618833,202.9384765625,203.46885473077947,195.68660583496094,196.96659320333728,205.47397232055664,192.12674942016602
